Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage
CJ Corp,Consumer Staples,Food Processing,Asia,South Korea,3.7,17.2,0.1,21,1258,http://www.forbes.com/companies/cj-corp/
Bank of Ayudhya,Financials,Regional Banks,Asia,Thailand,7,3.1,0.4,35.9,1259,http://www.forbes.com/companies/bank-of-ayudhya/
Raymond James Financial,Financials,Investment Services,North America,United States,7.8,4.6,0.4,21.9,1260,http://www.forbes.com/companies/raymond-james-financial/
Thai Beverage,Consumer Staples,Beverages,Asia,Thailand,12.1,5.1,0.6,5.6,1261,http://www.forbes.com/companies/thai-beverage/
Michael Kors Holdings,Consumer Discretionary,Apparel/Accessories,Asia,Hong Kong,19.4,3,0.6,2,1262,http://www.forbes.com/companies/michael-kors-holdings/
Bankinter,Financials,Regional Banks,Europe,Spain,7.4,3,0.3,76,1263,http://www.forbes.com/companies/bankinter/
SKF Group,Industrials,Other Industrial Equipment,Europe,Sweden,11.7,9.8,0.1,11.1,1264,http://www.forbes.com/companies/skf-group/
Health Care REIT,Financials,Real Estate,North America,United States,17.3,2.9,0.1,23.1,1264,http://www.forbes.com/companies/health-care-reit/
Chugoku Electric Power,Utilities,Electric Utilities,Asia,Japan,4.9,12.5,-0.2,27.3,1266,http://www.forbes.com/companies/chugoku-electric-power/
Gemdale,Financials,Real Estate,Asia,China,5,6.3,0.5,19.2,1267,http://www.forbes.com/companies/gemdale/
Shinsei Bank,Financials,Regional Banks,Asia,Japan,5.1,3.5,0.4,87.1,1267,http://www.forbes.com/companies/shinsei-bank/
AutoNation,Consumer Discretionary,Specialty Stores,North America,United States,6.5,17.5,0.4,7.9,1267,http://www.forbes.com/companies/autonation/
OTP Bank,Financials,Regional Banks,Europe,Hungary,5.3,6.2,0.3,48.2,1270,http://www.forbes.com/companies/otp-bank/
DSME,Industrials,Heavy Equipment,Asia,South Korea,5.9,14,0.2,17.5,1271,http://www.forbes.com/companies/dsme/
Greentown China Holdings,Financials,Real Estate,Asia,China,2.5,4.7,0.8,20.2,1271,http://www.forbes.com/companies/greentown-china-holdings/
Delek Group,Financials,Investment Services,Asia,Israel,4.7,10.7,0.2,35.6,1273,http://www.forbes.com/companies/delek-group/
Empire,Consumer Staples,Food Retail,North America,Canada,5.6,18.6,0.3,11.1,1274,http://www.forbes.com/companies/empire/
Eisai,Health Care,Pharmaceuticals,Asia,Japan,10.8,6,0.4,9.3,1275,http://www.forbes.com/companies/eisai/
MISC,Industrials,Other Transportation,Asia,Malaysia,9.4,2.8,0.7,12.3,1276,http://www.forbes.com/companies/misc/
Belle International Holdings,Consumer Discretionary,Apparel/Footwear Retail,Asia,Hong Kong,8.4,5.9,0.7,5.5,1277,http://www.forbes.com/companies/belle-international-holdings/
Essar Energy,Energy,Oil & Gas Operations,Africa,Mauritius,1.5,27.8,-0.3,16.1,1278,http://www.forbes.com/companies/essar-energy/
CONSOL Energy,Materials,Diversified Metals & Mining,North America,United States,9.1,4.4,0.7,11.4,1279,http://www.forbes.com/companies/consol-energy/
Shoprite Holdings,Consumer Staples,Food Retail,Africa,South Africa,8.9,10.1,0.4,3.8,1280,http://www.forbes.com/companies/shoprite-holdings/
Oil & Gas Development,Energy,Oil & Gas Operations,Asia,Pakistan,10.8,2.4,1.1,4.6,1280,http://www.forbes.com/companies/oil-gas-development/
China Cosco Holdings,Industrials,Other Transportation,Asia,China,5.5,10.1,0,26.7,1282,http://www.forbes.com/companies/china-cosco-holdings/
Nikon,Consumer Discretionary,Consumer Electronics,Asia,Japan,6.4,10,0.5,9.1,1283,http://www.forbes.com/companies/nikon/
Masraf Al Rayan,Financials,Regional Banks,Asia,Qatar,8.5,0.6,0.5,18.3,1284,http://www.forbes.com/companies/masraf-al-rayan/
Taisei,Industrials,Construction Services,Asia,Japan,5.2,15.1,0.3,14.5,1285,http://www.forbes.com/companies/taisei/
GF Securities,Financials,Investment Services,Asia,China,9.5,1.2,0.4,17.5,1286,http://www.forbes.com/companies/gf-securities/
Westfield Retail Trust,Financials,Real Estate,Australia,Australia,8.3,0.5,0.7,12.3,1286,http://www.forbes.com/companies/westfield-retail-trust/
Petrofac,Energy,Oil Services & Equipment,Europe,United Kingdom,8.2,6.3,0.6,7.3,1288,http://www.forbes.com/companies/petrofac/
Zions Bancorp,Financials,Regional Banks,North America,United States,5.8,2.3,0.4,56.4,1288,http://www.forbes.com/companies/zions-bancorp/
IDBI Bank,Financials,Regional Banks,Asia,India,1.7,5.2,0.3,59.4,1290,http://www.forbes.com/companies/idbi-bank/
BBMG,Materials,Construction Materials,Asia,China,4.7,7,0.5,16.3,1291,http://www.forbes.com/companies/bbmg/
Savola Group,Consumer Staples,Food Processing,Asia,Saudi Arabia,9.8,7,0.5,6.6,1292,http://www.forbes.com/companies/savola-group/
Sun Pharma Industries,Health Care,Pharmaceuticals,Asia,India,19.9,2.1,0.5,4.1,1293,http://www.forbes.com/companies/sun-pharma-industries/
Vornado Realty,Financials,Real Estate,North America,United States,18.6,2.7,0.1,20.1,1294,http://www.forbes.com/companies/vornado-realty/
First Financial Holding,Financials,Investment Services,Asia,Taiwan,5.5,1.6,0.4,76.1,1295,http://www.forbes.com/companies/first-financial-holding/
Canadian Oil Sands,Energy,Oil & Gas Operations,North America,Canada,10.1,3.9,0.8,9.6,1296,http://www.forbes.com/companies/canadian-oil-sands/
China Merchants Property,Financials,Real Estate,Asia,China,5,4.6,0.7,22.1,1297,http://www.forbes.com/companies/china-merchants-property/
Pirelli & C,Consumer Discretionary,Auto & Truck Parts,Europe,Italy,7.7,8.2,0.4,10,1298,http://www.forbes.com/companies/pirelli-c/
OMRON,Information Technology,Electronics,Asia,Japan,9.2,7.6,0.4,6.1,1299,http://www.forbes.com/companies/omron/
Seiko Epson,Industrials,Business Products & Supplies,Asia,Japan,6.2,10,0.5,8.5,1300,http://www.forbes.com/companies/seiko-epson/
Popular,Financials,Regional Banks,North America,Puerto Rico,3.2,2.5,0.6,35.7,1300,http://www.forbes.com/companies/popular/
Hoya,Information Technology,Electronics,Asia,Japan,13.3,4.2,0.7,6.5,1302,http://www.forbes.com/companies/hoya/
Juniper Networks,Information Technology,Communications Equipment,North America,United States,13.2,4.7,0.4,10.3,1303,http://www.forbes.com/companies/juniper-networks/
Saudi Arabian Mining,Materials,Diversified Metals & Mining,Asia,Saudi Arabia,9,1.5,0.4,17.1,1303,http://www.forbes.com/companies/saudi-arabian-mining/
Metro Inc,Consumer Staples,Food Retail,North America,Canada,5.2,11.1,0.7,4.9,1305,http://www.forbes.com/companies/metro-inc/
Universal Health,Health Care,Healthcare Services,North America,United States,8.1,7.3,0.5,8.3,1306,http://www.forbes.com/companies/universal-health/
Givaudan,Materials,Specialized Chemicals,Europe,Switzerland,14.3,4.7,0.5,7,1307,http://www.forbes.com/companies/givaudan/
Petronas Gas,Utilities,Natural Gas Utilities,Asia,Malaysia,14.7,1.2,0.7,4,1308,http://www.forbes.com/companies/petronas-gas/
Severstal,Materials,Iron & Steel,Asia,Russia,6.3,13.3,0.1,14.5,1309,http://www.forbes.com/companies/severstal/
Regeneron Pharmaceuticals,Health Care,Biotechs,North America,United States,30.7,2.1,0.4,3,1310,http://www.forbes.com/companies/regeneron-pharmaceuticals/
PGN,Utilities,Natural Gas Utilities,Asia,Indonesia,11.2,3,0.9,4.4,1311,http://www.forbes.com/companies/pgn/
Nitto Denko,Materials,Diversified Chemicals,Asia,Japan,8.2,7.5,0.5,7.6,1312,http://www.forbes.com/companies/nitto-denko/
China National Chemical,Industrials,Construction Services,Asia,China,4.9,9.7,0.6,11,1313,http://www.forbes.com/companies/china-national-chemical/
Hankook Tire,,,Asia,South Korea,7.2,6.5,0.7,7.4,1314,http://www.forbes.com/companies/hankook-tire/
Keurig Green Mountain,,,North America,United States,16.3,4.4,0.5,3.7,1315,http://www.forbes.com/companies/keurig-green-mountain/
Torchmark,Financials,Life & Health Insurance,North America,United States,7,3.8,0.5,18.2,1316,http://www.forbes.com/companies/torchmark/
Infineon Technologies,Information Technology,Semiconductors,Europe,Germany,13.7,5.3,0.5,8.1,1316,http://www.forbes.com/companies/infineon-technologies/
Aeroports de Paris,Industrials,Other Transportation,Europe,France,12.6,3.7,0.4,13.3,1318,http://www.forbes.com/companies/aeroports-de-paris/
Orica,Materials,Diversified Metals & Mining,Australia,Australia,7.4,6.8,0.6,8,1319,http://www.forbes.com/companies/orica/
Paychex,Consumer Discretionary,Business & Personal Services,North America,United States,15.5,2.4,0.6,7.1,1320,http://www.forbes.com/companies/paychex/
KazMunaiGas Exploration,Energy,Oil & Gas Operations,Asia,Kazakhstan,5.8,5.4,0.9,10.3,1321,http://www.forbes.com/companies/kazmunaigas-exploration/
Ahli United Bank,Financials,Regional Banks,Asia,Bahrain,4.7,1.3,0.6,32.7,1322,http://www.forbes.com/companies/ahli-united-bank/
Catamaran,Health Care,Healthcare Services,North America,United States,9.4,14.8,0.3,8,1323,http://www.forbes.com/companies/catamaran/
Severn Trent,Utilities,Diversified Utilities,Europe,United Kingdom,7.4,2.9,0.7,13,1324,http://www.forbes.com/companies/severn-trent/
Inter Rao,Utilities,Electric Utilities,Asia,Russia,2.4,20.8,-0.7,15.6,1324,http://www.forbes.com/companies/inter-rao/
CNO Financial Group,Financials,Life & Health Insurance,North America,United States,4.1,4.5,0.5,34.8,1324,http://www.forbes.com/companies/cno-financial-group/
Obayashi,Industrials,Construction Services,Asia,Japan,4.2,16,0.1,17.8,1327,http://www.forbes.com/companies/obayashi/
JGC,Industrials,Construction Services,Asia,Japan,8.7,6.9,0.5,6.9,1328,http://www.forbes.com/companies/jgc/
Steel Authority of India,Materials,Iron & Steel,Asia,India,4.9,8.2,0.4,15.9,1328,http://www.forbes.com/companies/steel-authority-of-india/
Abengoa,Industrials,Construction Services,Europe,Spain,4,9.8,0.1,29.1,1330,http://www.forbes.com/companies/abengoa/
Zoetis,Health Care,Pharmaceuticals,North America,United States,14.7,4.6,0.5,6.6,1330,http://www.forbes.com/companies/zoetis/
Medipal Holdings,Health Care,Pharmaceuticals,Asia,Japan,3.6,29.5,0.2,13.4,1332,http://www.forbes.com/companies/medipal-holdings/
YTL,Utilities,Diversified Utilities,Asia,Malaysia,4.9,6.3,0.5,18.5,1333,http://www.forbes.com/companies/ytl/
Helmerich & Payne,Energy,Oil Services & Equipment,North America,United States,11.7,3.4,0.7,6.4,1333,http://www.forbes.com/companies/helmerich-payne/
TCL Corp,Consumer Discretionary,Consumer Electronics,Asia,China,3.5,13.8,0.3,12.9,1335,http://www.forbes.com/companies/tcl-corp/
Avago Technologies,Information Technology,Semiconductors,Asia,Singapore,16.2,2.7,0.6,3.5,1336,http://www.forbes.com/companies/avago-technologies/
Coca-Cola HBC,Consumer Staples,Beverages,Europe,Switzerland,9.1,9.1,0.3,10,1337,http://www.forbes.com/companies/coca-cola-hbc/
Rural Electrification,Financials,Investment Services,Asia,India,3.7,2.5,0.7,24,1338,http://www.forbes.com/companies/rural-electrification/
Evraz Group,Materials,Iron & Steel,Europe,United Kingdom,2,14.5,-0.4,18.8,1338,http://www.forbes.com/companies/evraz-group/
Xilinx,Information Technology,Semiconductors,North America,United States,14.7,2.3,0.6,5,1338,http://www.forbes.com/companies/xilinx/
Rockwell Collins,Industrials,Aerospace & Defense,North America,United States,10.9,4.6,0.6,7.1,1341,http://www.forbes.com/companies/rockwell-collins/
Deutsche Annington Immobilien,,,Europe,Germany,6.8,1.9,0.6,15.3,1341,http://www.forbes.com/companies/deutsche-annington-immobilien/
LabCorp,Health Care,Healthcare Services,North America,United States,8.7,5.8,0.6,7,1343,http://www.forbes.com/companies/labcorp/
Maxis,Telecommunication Services,Telecommunications services,Asia,Malaysia,16,2.9,0.6,5.3,1344,http://www.forbes.com/companies/maxis/
AGL Energy,Utilities,Electric Utilities,Australia,Australia,7.8,9.2,0.3,12.5,1345,http://www.forbes.com/companies/agl-energy/
Ternium,Materials,Iron & Steel,Europe,Luxembourg,5.9,8.5,0.5,10.5,1345,http://www.forbes.com/companies/ternium/
Family Dollar Stores,Consumer Discretionary,Discount Stores,North America,United States,6.6,10.5,0.4,3.9,1347,http://www.forbes.com/companies/family-dollar-stores/
British Land,Financials,Real Estate,Europe,United Kingdom,11,0.5,0.4,12.6,1348,http://www.forbes.com/companies/british-land/
China International Marine,Industrials,Heavy Equipment,Asia,China,6.2,9.3,0.4,12,1349,http://www.forbes.com/companies/china-international-marine/
Aozora Bank,Financials,Major Banks,Asia,Japan,4.7,1.2,0.5,46.2,1349,http://www.forbes.com/companies/aozora-bank/
Electrolux Group,Consumer Discretionary,Household Appliances,Europe,Sweden,6.3,16.8,0.1,11.8,1351,http://www.forbes.com/companies/electrolux-group/
Vallourec,Industrials,Other Industrial Equipment,Europe,France,6.8,7.4,0.3,12.8,1352,http://www.forbes.com/companies/vallourec/
Coloplast,Health Care,Medical Equipment & Supplies,Europe,Denmark,17.3,2.1,0.5,1.6,1353,http://www.forbes.com/companies/coloplast/
Check Point Software,Information Technology,Software & Programming,Asia,Israel,13.1,1.4,0.7,4.9,1353,http://www.forbes.com/companies/check-point-software/
Protective Life,Financials,Life & Health Insurance,North America,United States,4.2,4,0.4,69.2,1355,http://www.forbes.com/companies/protective-life/
Qantas Airways,Industrials,Airline,Australia,Australia,2.2,14.9,-0.3,17.9,1356,http://www.forbes.com/companies/qantas-airways/
PVH,Consumer Discretionary,Apparel/Accessories,North America,United States,10.3,8.2,0.1,11.6,1357,http://www.forbes.com/companies/pvh/
Kajima,Industrials,Construction Services,Asia,Japan,3.8,15.3,0.2,17.4,1358,http://www.forbes.com/companies/kajima/
Calpine,Utilities,Electric Utilities,North America,United States,8.9,6.5,0,16.6,1359,http://www.forbes.com/companies/calpine/
Shanghai Construction,Industrials,Construction Services,Asia,China,2.8,16.2,0.3,15.8,1360,http://www.forbes.com/companies/shanghai-construction/
Smith & Nephew,Health Care,Medical Equipment & Supplies,Europe,United Kingdom,13.7,4.3,0.6,5.8,1360,http://www.forbes.com/companies/smith-nephew/
CSN,Materials,Iron & Steel,South America,Brazil,6.2,8,0.2,21.4,1362,http://www.forbes.com/companies/csn/
Banco Davivienda,Financials,Regional Banks,South America,Colombia,5.8,3.1,0.5,28.2,1363,http://www.forbes.com/companies/banco-davivienda/
Portugal Telecom,Telecommunication Services,Telecommunications services,Europe,Portugal,3.8,7,0.4,16.6,1364,http://www.forbes.com/companies/portugal-telecom/
NMDC,Materials,Diversified Metals & Mining,Asia,India,9.1,1.9,1,5.4,1365,http://www.forbes.com/companies/nmdc/
CCR,Industrials,Other Transportation,South America,Brazil,13.2,2.8,0.6,5.9,1366,http://www.forbes.com/companies/ccr/
DR Horton,Industrials,Construction Services,North America,United States,7.2,6.6,0.5,8.9,1367,http://www.forbes.com/companies/dr-horton/
Unicharm,Consumer Staples,Household/Personal Care,Asia,Japan,10.7,5.8,0.4,5.7,1368,http://www.forbes.com/companies/unicharm/
AGCO,Industrials,Heavy Equipment,North America,United States,5.1,10.8,0.6,8.4,1369,http://www.forbes.com/companies/agco/
Rite Aid,Consumer Staples,Drug Retail,North America,United States,6.2,25.4,0.3,7.1,1370,http://www.forbes.com/companies/rite-aid/
Mohawk Industries,Consumer Discretionary,Furniture & Fixtures,North America,United States,10,7.3,0.3,8.5,1371,http://www.forbes.com/companies/mohawk-industries/
UC Rusal,Materials,Aluminum,Asia,Russia,5.4,9.8,-3.2,20.6,1372,http://www.forbes.com/companies/uc-rusal/
CR Bard,Health Care,Medical Equipment & Supplies,North America,United States,11.6,3,0.7,5,1373,http://www.forbes.com/companies/cr-bard/
SCANA,Utilities,Electric Utilities,North America,United States,7.2,4.5,0.5,15.2,1374,http://www.forbes.com/companies/scana/
Cheng Shin Rubber Industry Co.,Consumer Discretionary,Auto & Truck Parts,Asia,Taiwan,10.7,4.5,0.6,5.4,1375,http://www.forbes.com/companies/cheng-shin-rubber-industry/
Manpower,Consumer Discretionary,Business & Personal Services,North America,United States,6.5,20.2,0.3,7.3,1375,http://www.forbes.com/companies/manpower/
Bunzl,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,8.9,9.5,0.3,5.3,1377,http://www.forbes.com/companies/bunzl/
Toppan Printing,Consumer Discretionary,Printing & Publishing,Asia,Japan,4.9,15.6,0.2,16.1,1378,http://www.forbes.com/companies/toppan-printing/
Ball,Materials,Containers & Packaging,North America,United States,7.7,8.5,0.4,7.8,1379,http://www.forbes.com/companies/ball/
Sekisui Chemical,Industrials,Construction Services,Asia,Japan,5.3,11.1,0.5,9.4,1380,http://www.forbes.com/companies/sekisui-chemical/
Metropolitan Bank & Trust,Financials,Regional Banks,Asia,Philippines,4.9,1.9,0.5,31.1,1381,http://www.forbes.com/companies/metropolitan-bank-trust/
Jiangsu Yanghe Brewery,Consumer Staples,Beverages,Asia,China,9,2.6,0.9,4.4,1382,http://www.forbes.com/companies/jiangsu-yanghe-brewery/
Petro Rabigh,Materials,Diversified Chemicals,Asia,Saudi Arabia,6.4,13.5,0.1,12.2,1383,http://www.forbes.com/companies/petro-rabigh/
UCB,Health Care,Pharmaceuticals,Europe,Belgium,15.3,4.5,0.3,13.7,1383,http://www.forbes.com/companies/ucb/
Innolux,Information Technology,Computer Hardware,Asia,Taiwan,3.2,14.2,0.2,17.1,1385,http://www.forbes.com/companies/innolux/
Stockland Australia,Financials,Real Estate,Australia,Australia,8,1.8,0.5,13.1,1386,http://www.forbes.com/companies/stockland-australia/
Travis Perkins,Consumer Discretionary,Home Improvement Retail,Europe,United Kingdom,7.8,8,0.4,7.4,1387,http://www.forbes.com/companies/travis-perkins/
Korean Air,Industrials,Airline,Asia,South Korea,2.1,10.9,-0.2,21.7,1388,http://www.forbes.com/companies/korean-air/
Zijin Mining Group,Materials,Diversified Metals & Mining,Asia,China,4.6,8.1,0.5,11.1,1389,http://www.forbes.com/companies/zijin-mining-group/
Flowserve,Industrials,Other Industrial Equipment,North America,United States,10.8,5,0.5,5,1390,http://www.forbes.com/companies/flowserve/
Axis Capital Holdings,Financials,Diversified Insurance,North America,Bermuda,5.1,4.2,0.7,17.8,1391,http://www.forbes.com/companies/axis-capital-holdings/
Mail.ru Group Ltd. Sponsored GDR RegS,Information Technology,Computer Services,Asia,Russia,7.7,0.7,1.2,3.2,1392,http://www.forbes.com/companies/mailru-group-ltd-sponsored-gdr-regs/
